"id","creator","tick","datetime","amt","block_index"
"stamp_bc1qqa8m5nchtwxuh24xsmhq0dkg6r33z890w7xg9u","bc1qqa8m5nchtwxuh24xsmhq0dkg6r33z890w7xg9u","stamp","2023-06-26 16:06:55.079983","300000",789776
"stamp_bc1q8dfgjs0gejexnp6nu7wnddad9gc3dv6kw8zzp6","bc1q8dfgjs0gejexnp6nu7wnddad9gc3dv6kw8zzp6","stamp","2023-06-26 16:02:46.483858","0",819626
"$viva_bc1qejmkjv23gymu7v7eqz8nvj03ef22u9nwpgdrpx","bc1qejmkjv23gymu7v7eqz8nvj03ef22u9nwpgdrpx","$viva","2023-12-14 21:02:39.070276","50000",821205
"stamp_bc1q8tpqzc22gae6cdgf2hm9h2pcm3ka9hm2re2nrl","bc1q8tpqzc22gae6cdgf2hm9h2pcm3ka9hm2re2nrl","stamp","2023-06-26 16:03:47.604105","50000",821036
"stamp_bc1qd05x6j3aes88rvp0wt7zdzdakaecw4tg9pj045","bc1qd05x6j3aes88rvp0wt7zdzdakaecw4tg9pj045","stamp","2023-06-26 16:05:36.91976","200000",821058
"bobo_bc1qx87mkwt0rzmdyuatsgwkya2xxyvhkwkx4ejy2a","bc1qx87mkwt0rzmdyuatsgwkya2xxyvhkwkx4ejy2a","bobo","2023-06-26 16:03:53.614616","0",818672
"stamp_bc1quyc3382w8kggajkeasrkwum532ysdnqrcq4jn5","bc1quyc3382w8kggajkeasrkwum532ysdnqrcq4jn5","stamp","2023-06-26 16:05:31.904542","1200000",789829
"omega_bc1qkt288tduq3pklncl83hpmaewr4p8ej8q6r3cg4","bc1qkt288tduq3pklncl83hpmaewr4p8ej8q6r3cg4","omega","2023-06-26 16:13:28.132873","200000",791087
"stamp_bc1q3t3v8r3thg82h4yw48fv4x9u638257trnd6ng7","bc1q3t3v8r3thg82h4yw48fv4x9u638257trnd6ng7","stamp","2023-06-26 16:05:40.969292","100000",799494
"stamp_bc1q20cmwhy6tvtwyxp5ecjp88v3c4cjasurg4xwmh","bc1q20cmwhy6tvtwyxp5ecjp88v3c4cjasurg4xwmh","stamp","2023-06-26 16:04:48.765889","0",820417
"stamp_bc1qwthjre3yzn6vyt9vcj2auyspvn4kx4jagv23gs","bc1qwthjre3yzn6vyt9vcj2auyspvn4kx4jagv23gs","stamp","2023-06-26 16:05:30.852267","200000",821222
"meme_bc1qy9vq5d307y4jzjlp7ye275fmydww9lklxygh4u","bc1qy9vq5d307y4jzjlp7ye275fmydww9lklxygh4u","meme","2023-06-26 16:07:00.135791","624780000",790628
"stamp_bc1qaewdwdmz6vxlz28rph3hnn4ray4r56sqjq5y9w","bc1qaewdwdmz6vxlz28rph3hnn4ray4r56sqjq5y9w","stamp","2023-06-26 16:04:59.803084","0",796697
"stamp_bc1qze7qpamhxrhsq7k7vncrkz67dwwmv3epuu9x3f","bc1qze7qpamhxrhsq7k7vncrkz67dwwmv3epuu9x3f","stamp","2023-06-26 16:04:50.768173","30000",820001
"pizza_bc1q0ns49mxs5ueywdt07p36ccpk7jayyqkqtmrd9n","bc1q0ns49mxs5ueywdt07p36ccpk7jayyqkqtmrd9n","pizza","2023-06-26 16:05:28.871516","33333",820045
"pizza_bc1qvejtecr8yvtdqxg8w0rhn67lczun0ddwm2numd","bc1qvejtecr8yvtdqxg8w0rhn67lczun0ddwm2numd","pizza","2023-06-26 16:05:28.871516","11111",820133
"dyor_bc1qfh8afjrgd3vlvky0kd8w59j3fpysy04qf0emff","bc1qfh8afjrgd3vlvky0kd8w59j3fpysy04qf0emff","dyor","2023-06-26 16:13:28.132873","4000000",820559
"pizza_bc1q9u6sdygmcjelcpxmzvufq8smeqtfrw30vclac3","bc1q9u6sdygmcjelcpxmzvufq8smeqtfrw30vclac3","pizza","2023-06-26 16:05:25.861106","11111",820840
"stamp_bc1q3z7zrelc0hvtp9r6q3crlqsuzp9acs72g6pkw9","bc1q3z7zrelc0hvtp9r6q3crlqsuzp9acs72g6pkw9","stamp","2023-06-26 16:05:19.835405","0",820972
"pizza_bc1qkjz40cjryf5swr63xf3wd7rxv837pf5hqc2xev","bc1qkjz40cjryf5swr63xf3wd7rxv837pf5hqc2xev","pizza","2023-06-26 16:05:41.976418","22222",789647
"pizza_bc1qc43p7c3lkspqqnct3xrmcf7afppd3mss5mmppg","bc1qc43p7c3lkspqqnct3xrmcf7afppd3mss5mmppg","pizza","2023-06-26 16:05:41.976418","11111",789600
"pizza_bc1q77px20vvakfh4ujlpmtc7g3dr6rduf5cjc09p5","bc1q77px20vvakfh4ujlpmtc7g3dr6rduf5cjc09p5","pizza","2023-06-26 16:05:40.969292","22222",789600
"$viva_bc1q8dfgjs0gejexnp6nu7wnddad9gc3dv6kw8zzp6","bc1q8dfgjs0gejexnp6nu7wnddad9gc3dv6kw8zzp6","$viva","2023-06-26 16:03:32.566218","9580",819626
"stamp_bc1q7mx0khhyelnz0dyu0ht7mwq642f7mhlzgenr6y","bc1q7mx0khhyelnz0dyu0ht7mwq642f7mhlzgenr6y","stamp","2023-06-26 16:05:41.976418","100000",789600
"stamp_bc1qgktw75wkwdey6mdhz36x6zrccj95umurt4r7xq","bc1qgktw75wkwdey6mdhz36x6zrccj95umurt4r7xq","stamp","2023-06-26 16:05:41.976418","300000",789661
"stamp_bc1q099xhz7fxgrrjexxczsascr4g5yzt3xzfxz7fy","bc1q099xhz7fxgrrjexxczsascr4g5yzt3xzfxz7fy","stamp","2023-06-26 16:05:41.976418","100000",789600
"pizza_bc1qxqh98v3namtxydw6rzvq53vs8cw70skfgplwpr","bc1qxqh98v3namtxydw6rzvq53vs8cw70skfgplwpr","pizza","2023-06-26 16:05:41.976418","11111",789600
"pizza_bc1qrx55ele83qqrvg8kfntffwkwjvx7lr3th4kvwp","bc1qrx55ele83qqrvg8kfntffwkwjvx7lr3th4kvwp","pizza","2023-06-26 16:05:41.976418","11111",789600
"pizza_bc1q9p402lyj63gwdktwxtlqnmcx4m5e266muw2d9f","bc1q9p402lyj63gwdktwxtlqnmcx4m5e266muw2d9f","pizza","2023-06-26 16:05:41.976418","22222",789645
"stamp_bc1qekfg70xh89k2ylcwcula4pnajcnp0s8ryflv2w","bc1qekfg70xh89k2ylcwcula4pnajcnp0s8ryflv2w","stamp","2023-06-26 16:05:41.976418","100000",789600
"stamp_bc1qtv955ude2g6zadtgy3v0248l8zt63ylyeuv3c6","bc1qtv955ude2g6zadtgy3v0248l8zt63ylyeuv3c6","stamp","2023-06-26 16:05:41.976418","100000",789600
"stamp_bc1qlrzrn3n5cjelwny5sd9azjpd2360jgk946ld0m","bc1qlrzrn3n5cjelwny5sd9azjpd2360jgk946ld0m","stamp","2023-06-26 16:05:41.976418","100000",789600
"sato_bc1qv3hmsg8h3jm2n6tse878w3wjecn8gp4gznkkcd","bc1qv3hmsg8h3jm2n6tse878w3wjecn8gp4gznkkcd","sato","2023-12-14 21:02:39.070276","100000",821205
"stamp_bc1qcq4pf7m6g8n7wyq9k7un7fygwsxmx0wrjsx07y","bc1qcq4pf7m6g8n7wyq9k7un7fygwsxmx0wrjsx07y","stamp","2023-06-26 16:05:41.976418","100000",789600
"stamp_bc1qc76d8p3gcfxfk00z7h5p28mn0szkvkmt9a9wdy","bc1qc76d8p3gcfxfk00z7h5p28mn0szkvkmt9a9wdy","stamp","2023-06-26 16:05:41.976418","100000",789600
"wagmi_bc1qa5zqh9gcfev28hwnuu6mr8llxem6tzzmqsunms","bc1qa5zqh9gcfev28hwnuu6mr8llxem6tzzmqsunms","wagmi","2023-06-26 16:05:41.976418","1000000",789600
"stamp_bc1qqxr0gmp8whnulh5fdwdd3hqemkq96eg8n6j5gf","bc1qqxr0gmp8whnulh5fdwdd3hqemkq96eg8n6j5gf","stamp","2023-06-26 16:05:41.976418","100000",789600
"stamp_bc1qr0yktfk3zjynx6l6wc694y68t9scx5pq5metgg","bc1qr0yktfk3zjynx6l6wc694y68t9scx5pq5metgg","stamp","2023-06-26 16:05:38.933526","2400100",790250
"pizza_bc1q6v59gw4jlxnu63cn53ut9xhkfspzqr7hxxhadm","bc1q6v59gw4jlxnu63cn53ut9xhkfspzqr7hxxhadm","pizza","2023-06-26 16:05:41.976418","11111",789600
"stamp_bc1qq4eag66cfzy703ds7lddw9lcj93pcfg55q02s9","bc1qq4eag66cfzy703ds7lddw9lcj93pcfg55q02s9","stamp","2023-06-26 16:05:41.976418","100000",789600
"pizza_bc1qjyws73zqw8unjvc0eu9da7nhe3478m82wzdc5d","bc1qjyws73zqw8unjvc0eu9da7nhe3478m82wzdc5d","pizza","2023-06-26 16:05:41.976418","11111",789600
"stamp_bc1q33ayzw6pfvf697m8va85njtwtwhcywcnd9ag23","bc1q33ayzw6pfvf697m8va85njtwtwhcywcnd9ag23","stamp","2023-06-26 16:05:41.976418","110000",789648
"stamp_bc1qxwf8rm60ygxn5wmamlspgey30ftjlp7yzqplmt","bc1qxwf8rm60ygxn5wmamlspgey30ftjlp7yzqplmt","stamp","2023-06-26 16:05:41.976418","100000",789600
"pizza_bc1qcu58qret8wlkhsl69ddga79rlwwgtvzn56kgcc","bc1qcu58qret8wlkhsl69ddga79rlwwgtvzn56kgcc","pizza","2023-06-26 16:05:41.976418","11111",789600
"pizza_17n24trbfpps6921qrmq2wyaful2q2oa13","17n24trbfpps6921qrmq2wyaful2q2oa13","pizza","2023-06-26 16:05:41.976418","11111",789600
"pizza_bc1qydcmac0d0j33g47s7xsk5w977hqun4d7jjjksx","bc1qydcmac0d0j33g47s7xsk5w977hqun4d7jjjksx","pizza","2023-06-26 16:05:41.976418","11111",789600
"wagmi_bc1qx6tg7nls0u949wy8eudwcaw0rcq0vl7ehh6p9l","bc1qx6tg7nls0u949wy8eudwcaw0rcq0vl7ehh6p9l","wagmi","2023-06-26 16:05:41.976418","1000000",789600
"pizza_bc1qzk7wua770rtqwlpzml8vu6qylhmmq4v4m4rhpr","bc1qzk7wua770rtqwlpzml8vu6qylhmmq4v4m4rhpr","pizza","2023-06-26 16:05:41.976418","11111",789600
"stamp_1nnnxac7fawxah2vbhqfztjc1nygbzvqj4","1nnnxac7fawxah2vbhqfztjc1nygbzvqj4","stamp","2023-06-26 16:05:40.969292","0",816493
"pizza_bc1q22glkk4vjp6085z7qa0mm3cefkhug3g5mmdy7g","bc1q22glkk4vjp6085z7qa0mm3cefkhug3g5mmdy7g","pizza","2023-06-26 16:05:41.976418","22222",789733
"pizza_bc1q9g7y4c67lwdxg8el4m3ag3ltq8eyjq68984fyj","bc1q9g7y4c67lwdxg8el4m3ag3ltq8eyjq68984fyj","pizza","2023-06-26 16:05:41.976418","22222",789733
"pepe_bc1qqv8v9ems6mdeg60kv0s7fnkjpnlv7pwjds3mc9","bc1qqv8v9ems6mdeg60kv0s7fnkjpnlv7pwjds3mc9","pepe","2023-06-26 16:05:41.976418","1998",789832
"pizza_bc1q0jugr4rqcpsduj75lgn62euhea2ppckuys67sj","bc1q0jugr4rqcpsduj75lgn62euhea2ppckuys67sj","pizza","2023-06-26 16:05:41.976418","11111",789600
"stunk_bc1qpyzrcmdsvlpjuu9c3mw24258er0feu92aue4k9","bc1qpyzrcmdsvlpjuu9c3mw24258er0feu92aue4k9","stunk","2023-06-26 16:36:18.948644","7500000",796018
"stamp_bc1q25dhypgadnugns4ddv5t8a7hgwekvq8f400wev","bc1q25dhypgadnugns4ddv5t8a7hgwekvq8f400wev","stamp","2023-06-26 16:05:41.976418","80000",821315
"pizza_1ery5cyxcwtbxzoejyvdqqcgiryzryxr2v","1ery5cyxcwtbxzoejyvdqqcgiryzryxr2v","pizza","2023-06-26 16:05:41.976418","33333",789624
"pizza_bc1q2me5cqntg0dsr7l9nfgz5uznq4vwyxfkvwc3l3","bc1q2me5cqntg0dsr7l9nfgz5uznq4vwyxfkvwc3l3","pizza","2023-06-26 16:05:41.976418","0",803683
"stamp_bc1q2me5cqntg0dsr7l9nfgz5uznq4vwyxfkvwc3l3","bc1q2me5cqntg0dsr7l9nfgz5uznq4vwyxfkvwc3l3","stamp","2023-06-26 16:05:41.976418","0",803687
"meme_bc1qt067ht2wm2gw9n05k6j6gnawjvxdz5wak9zh2t","bc1qt067ht2wm2gw9n05k6j6gnawjvxdz5wak9zh2t","meme","2023-06-26 16:05:41.976418","208260000",789831
"stamp_bc1qmderz5ymlegqaavy6a3h5zkq8uu2geakuuadam","bc1qmderz5ymlegqaavy6a3h5zkq8uu2geakuuadam","stamp","2023-06-26 16:05:41.976418","200000",790224
"kevin_13vge4ugsxw1ychstvzwuo3hpslhjtf8gj","13vge4ugsxw1ychstvzwuo3hpslhjtf8gj","kevin","2023-06-26 16:36:18.948644","2240000",798279
"meme_bc1q9c9urdvfzrxqydzemvfh46wfsn73flnenumam4","bc1q9c9urdvfzrxqydzemvfh46wfsn73flnenumam4","meme","2023-06-26 16:09:02.544754","1874365000",790802
"nivek_13vge4ugsxw1ychstvzwuo3hpslhjtf8gj","13vge4ugsxw1ychstvzwuo3hpslhjtf8gj","nivek","2023-06-26 16:09:02.544754","4830000",790675
"meme_bc1q2svmyd7nsj8865vgjfvrdkcr6zw22f2lxgm8xs","bc1q2svmyd7nsj8865vgjfvrdkcr6zw22f2lxgm8xs","meme","2023-06-26 16:09:02.544754","2985060000",790678
"mike_bc1qhy3sg7q5jv2h06hg2y7s5rj38pxwvwskp07wht","bc1qhy3sg7q5jv2h06hg2y7s5rj38pxwvwskp07wht","mike","2023-06-26 16:13:28.132873","840000",791092
"stamp_bc1q4ya95n92hj82u6mgdxml9ry8shgypczl84ajmf","bc1q4ya95n92hj82u6mgdxml9ry8shgypczl84ajmf","stamp","2023-06-26 16:05:41.976418","0",800599
"stamp_bc1qz5f40ymyjwv7kfr0hmem0h5t4jn8rsgct36e6f","bc1qz5f40ymyjwv7kfr0hmem0h5t4jn8rsgct36e6f","stamp","2023-06-26 16:07:07.137702","0",820987
"stamp_bc1qjjkwklnk74eqf8fp428kg7h22ru0q86fle9plr","bc1qjjkwklnk74eqf8fp428kg7h22ru0q86fle9plr","stamp","2023-06-26 16:05:41.976418","0",816565
"stamp_bc1qq9lljvzrdvtng57skaac004rt7qffsjtjt22ck","bc1qq9lljvzrdvtng57skaac004rt7qffsjtjt22ck","stamp","2023-06-26 16:05:41.976418","0",817045
"stamp_bc1qke2muvq75ntvr6hl6tze40x3p9pll8vkt4ez6w","bc1qke2muvq75ntvr6hl6tze40x3p9pll8vkt4ez6w","stamp","2023-06-26 16:05:41.976418","0",817111
"stamp_bc1ql3gwm90vna0w3yzyaxgwe32rgv9jqtvfv97g5m","bc1ql3gwm90vna0w3yzyaxgwe32rgv9jqtvfv97g5m","stamp","2023-06-26 16:05:40.969292","500000",790234
"stamp_bc1q4jgqrkchz7ef0w92nkph57man5l6ef8qsx4nrj","bc1q4jgqrkchz7ef0w92nkph57man5l6ef8qsx4nrj","stamp","2023-06-26 16:07:09.138635","0",816799
"pizza_bc1qx6tg7nls0u949wy8eudwcaw0rcq0vl7ehh6p9l","bc1qx6tg7nls0u949wy8eudwcaw0rcq0vl7ehh6p9l","pizza","2023-06-26 16:05:36.91976","44444",789616
"stamp_bc1qv62mpmjyvfzja2g6fs7k5tprdmxqtfggwy4njl","bc1qv62mpmjyvfzja2g6fs7k5tprdmxqtfggwy4njl","stamp","2023-06-26 16:05:36.91976","700000",790249
"stamp_bc1qkhh6cexsmgghv38t33ge6xfzpxpnwgyw6mgqj2","bc1qkhh6cexsmgghv38t33ge6xfzpxpnwgyw6mgqj2","stamp","2023-06-26 16:03:28.544883","800000",816773
"stamp_bc1qmfnwh7s90t6l7xt0kjutx0cm3f0ytp074temzs","bc1qmfnwh7s90t6l7xt0kjutx0cm3f0ytp074temzs","stamp","2023-06-26 16:05:13.813276","0",820928
"pepe_bc1qdrg30y42u00vnjl7k23h962pht2hswgdcsln59","bc1qdrg30y42u00vnjl7k23h962pht2hswgdcsln59","pepe","2023-12-10 05:06:30.808594","0",820524
"stamp_bc1qtzr9uqn2gqcf7rqcrls2jsuqc6gm2rwmnryl89","bc1qtzr9uqn2gqcf7rqcrls2jsuqc6gm2rwmnryl89","stamp","2023-06-26 16:05:44.929824","50000",821220
"pepe_bc1qa3xzqzxqvc54mgchd7f3ggyvy6apaw6fnr0944","bc1qa3xzqzxqvc54mgchd7f3ggyvy6apaw6fnr0944","pepe","2023-06-26 16:09:02.544754","3000",790678
"stamp_bc1qxn5dyza6utyzqkjlm2ggs72zc3zectn7lqs6pz","bc1qxn5dyza6utyzqkjlm2ggs72zc3zectn7lqs6pz","stamp","2023-06-26 16:05:41.976418","1100000",790249
"stamp_bc1q6s9gw524pz3n45qkshyhwdr4dy9lkw8v5vvh9n","bc1q6s9gw524pz3n45qkshyhwdr4dy9lkw8v5vvh9n","stamp","2023-06-26 16:05:10.803924","0",814649
"pizza_bc1qsjd3saqcsvkm90xr695qnlr844uxzuy79wu0hu","bc1qsjd3saqcsvkm90xr695qnlr844uxzuy79wu0hu","pizza","2023-06-26 16:04:56.782935","0",821043
"420_1m2vs2hcwbatiehblujmhskwkk1pst61cc","1m2vs2hcwbatiehblujmhskwkk1pst61cc","420","2023-06-26 16:09:02.544754","2524140000",790678
"bobo_bc1qqv8v9ems6mdeg60kv0s7fnkjpnlv7pwjds3mc9","bc1qqv8v9ems6mdeg60kv0s7fnkjpnlv7pwjds3mc9","bobo","2023-06-26 16:04:55.775464","0",815762
"pepe_bc1qv9wxksjxuug0syplmkql4lrgjx0z78zmh8ymxu","bc1qv9wxksjxuug0syplmkql4lrgjx0z78zmh8ymxu","pepe","2023-06-26 16:09:02.544754","1000",790387
"pizza_bc1qqgphuthyuemc82kk70aeqlj8wwy594402cdwaf","bc1qqgphuthyuemc82kk70aeqlj8wwy594402cdwaf","pizza","2023-06-26 16:05:43.944896","11111",789616
"pizza_bc1qq69vfgs95k3n4992j9vgfnd8868tc67ch8y6xl","bc1qq69vfgs95k3n4992j9vgfnd8868tc67ch8y6xl","pizza","2023-06-26 16:05:43.944896","22222",789616
"pepe_bc1qr7x8ez4p9cw6xt68pgcn9kr66aahnskuu2yh5y","bc1qr7x8ez4p9cw6xt68pgcn9kr66aahnskuu2yh5y","pepe","2023-06-26 16:09:02.544754","1000",790387
"stamp_bc1qk8vc6a94k36saswn87tf387eydq7l9s7srcnnu","bc1qk8vc6a94k36saswn87tf387eydq7l9s7srcnnu","stamp","2023-06-26 16:05:43.944896","100000",789616
"stamp_bc1qk7r4juar93q3wgcu6qlumxf6a9r4zft64w07wd","bc1qk7r4juar93q3wgcu6qlumxf6a9r4zft64w07wd","stamp","2023-06-26 16:05:43.944896","100000",789616
"stamp_bc1qkjzd0tsqwz2p0gz7rcp7dj5y4t2rgpztpecauy","bc1qkjzd0tsqwz2p0gz7rcp7dj5y4t2rgpztpecauy","stamp","2023-06-26 16:05:43.944896","100000",789616
"pizza_bc1q7334u7yk24y7jmhnacxz73gk45j262ptcgujs7","bc1q7334u7yk24y7jmhnacxz73gk45j262ptcgujs7","pizza","2023-06-26 16:04:54.780838","55555",789654
"stamp_bc1qmepe4hs3dpl7h9n443sxgsqjdrxmledtay7tx0","bc1qmepe4hs3dpl7h9n443sxgsqjdrxmledtay7tx0","stamp","2023-06-26 16:05:43.944896","200000",821131
"stamp_bc1qwwm7kvd0srh5stjc46408y6rvw0rt2lnendds2","bc1qwwm7kvd0srh5stjc46408y6rvw0rt2lnendds2","stamp","2023-06-26 16:07:08.135095","0",817303
"stamp_bc1qn4u7s68d7aaa8rnkff03yt5mpv8jlgp7zhgdpp","bc1qn4u7s68d7aaa8rnkff03yt5mpv8jlgp7zhgdpp","stamp","2023-06-26 16:05:40.969292","0",819990
"bobo_bc1qcu58qret8wlkhsl69ddga79rlwwgtvzn56kgcc","bc1qcu58qret8wlkhsl69ddga79rlwwgtvzn56kgcc","bobo","2023-06-26 16:05:03.793851","100000",789553
"stamp_bc1q5qjhre50alxcrugtfnthyxm59v060v7sznzd8p","bc1q5qjhre50alxcrugtfnthyxm59v060v7sznzd8p","stamp","2023-06-26 16:05:18.849912","700000",789772
"pizza_bc1q0l74pq6d7xkclrw9rzq3ug9nx79k4yc7820znq","bc1q0l74pq6d7xkclrw9rzq3ug9nx79k4yc7820znq","pizza","2023-06-26 16:05:43.944896","22222",789651
"stamp_bc1q72rf30lfx3g77e5khqfndfakkezv5e5ld66k6t","bc1q72rf30lfx3g77e5khqfndfakkezv5e5ld66k6t","stamp","2023-06-26 16:05:19.835405","1200000",789662
"trump_16vxupwajwv4ijlfhbvy8h6qfuydt1erfy","16vxupwajwv4ijlfhbvy8h6qfuydt1erfy","trump","2023-06-26 16:09:02.544754","48000",790943
"stamp_bc1q2espxn95xlm9xv5x9p9sg8esrqg7u6q22z8ec4","bc1q2espxn95xlm9xv5x9p9sg8esrqg7u6q22z8ec4","stamp","2023-06-26 16:05:40.969292","0",798735
"stamp_bc1qgxnayhm5ct8mykhrg9ds6q6llu8ha8ygd2vj2v","bc1qgxnayhm5ct8mykhrg9ds6q6llu8ha8ygd2vj2v","stamp","2023-06-26 16:05:13.813276","0",820130
"stamp_bc1qsu85u273mmrk597xrqu2wsqhalck65cccw4hv2","bc1qsu85u273mmrk597xrqu2wsqhalck65cccw4hv2","stamp","2023-06-26 16:05:19.835405","0",803633
"stamp_bc1qj3uad2klvattsu0utdnjpmnweyh8e0y694l3he","bc1qj3uad2klvattsu0utdnjpmnweyh8e0y694l3he","stamp","2023-06-26 16:05:43.944896","300000",820283
"obi_bc1q0lc7ue6jlft6e6gyxtqkj23fnv4s94ukk5s2pl","bc1q0lc7ue6jlft6e6gyxtqkj23fnv4s94ukk5s2pl","obi","2023-06-26 16:09:02.544754","1",790387
"slvr_bc1qhss8nf9kc0szm8wn6tlvgr5fm60fcd9n6yqfrc","bc1qhss8nf9kc0szm8wn6tlvgr5fm60fcd9n6yqfrc","slvr","2023-06-26 16:13:28.132873","1000",791087
"stamp_bc1q44lx94fuughnz6tan39f38l9rk0v0h62uqwckn","bc1q44lx94fuughnz6tan39f38l9rk0v0h62uqwckn","stamp","2023-06-26 16:05:43.944896","0",796148
"stamp_bc1qlcul5jgqxt46jjv5mfeqk4tdvjkkafe2ta4pla","bc1qlcul5jgqxt46jjv5mfeqk4tdvjkkafe2ta4pla","stamp","2023-06-26 16:07:08.135095","100000",789766
"stamp_bc1qrh9aqgeqjgyw2r3fdsm4upjyzg9nue3xf5zqty","bc1qrh9aqgeqjgyw2r3fdsm4upjyzg9nue3xf5zqty","stamp","2023-06-26 16:05:15.816082","0",820952
"stamp_bc1qyn5smlasrg8v4ju6698e6ulncwmsfcvepyhfm2","bc1qyn5smlasrg8v4ju6698e6ulncwmsfcvepyhfm2","stamp","2023-06-26 16:05:28.871516","650000",821161
"stamp_bc1qhghen0xw34alxufkz6yl235cjcl6n40q4u8pzm","bc1qhghen0xw34alxufkz6yl235cjcl6n40q4u8pzm","stamp","2023-06-26 16:05:41.976418","25975079",820303
"kevin_bc1qhfeyn8gzwk00nwpam68mckzrcmalkffqzlqc3m","bc1qhfeyn8gzwk00nwpam68mckzrcmalkffqzlqc3m","kevin","2023-06-26 15:58:01.976902","0",796019
"slvr_bc1qyweuhqsy4gp07thwzyh0pymyckq38au407yrag","bc1qyweuhqsy4gp07thwzyh0pymyckq38au407yrag","slvr","2023-06-26 16:13:28.132873","1000",791087
"naka_bc1qaywth299wjlpzykzyttgddtahkr200s963zpuv","bc1qaywth299wjlpzykzyttgddtahkr200s963zpuv","naka","2023-06-26 16:13:28.132873","1",791087
"error_bc1qas64lkymyt2sdma77xr5x38tnmmnwkz8gue6vm","bc1qas64lkymyt2sdma77xr5x38tnmmnwkz8gue6vm","error","2023-06-26 16:13:28.132873","1212",791238
"stamp_bc1qsxpfn289rr94zhmnkpqse7v2dn6pwkav0ku4r2","bc1qsxpfn289rr94zhmnkpqse7v2dn6pwkav0ku4r2","stamp","2023-06-26 16:07:08.135095","0",796810
"pizza_bc1qkusuyktf6k703vvqf56rvxx0v2sh5888yzy28r","bc1qkusuyktf6k703vvqf56rvxx0v2sh5888yzy28r","pizza","2023-06-26 16:04:16.675962","0",796859
"pizza_bc1qx87mkwt0rzmdyuatsgwkya2xxyvhkwkx4ejy2a","bc1qx87mkwt0rzmdyuatsgwkya2xxyvhkwkx4ejy2a","pizza","2023-06-26 16:05:41.976418","0",818005
"stamp_bc1qsya27rfh45elt6rjnad3pqjzq0u7sl6ughvheg","bc1qsya27rfh45elt6rjnad3pqjzq0u7sl6ughvheg","stamp","2023-06-26 16:04:59.803084","0",820366
"stamp_bc1qewhkj7nqfg4cdr7txfj7ulvt2lxjgnmjdmp4gv","bc1qewhkj7nqfg4cdr7txfj7ulvt2lxjgnmjdmp4gv","stamp","2023-06-26 16:05:36.91976","0",820014
"stamp_bc1qjnjswpwntuvj8kdrgym4y07mdjy7qryqnslj87","bc1qjnjswpwntuvj8kdrgym4y07mdjy7qryqnslj87","stamp","2023-06-26 16:03:29.555921","700000",821014
"naka_bc1qcwavu0xtf08ek584ny37a9jn97ua8ygnmhscgl","bc1qcwavu0xtf08ek584ny37a9jn97ua8ygnmhscgl","naka","2023-06-26 16:13:28.132873","1",791087
"stamp_bc1qwkuhvr5zf4r0s709t2v394rdedmhk7p5w28ye7","bc1qwkuhvr5zf4r0s709t2v394rdedmhk7p5w28ye7","stamp","2023-06-26 16:05:43.944896","200000",789731
"$viva_bc1q4ed6f2rdme892lc2s7setmq5ah8us8ghmqlsrz","bc1q4ed6f2rdme892lc2s7setmq5ah8us8ghmqlsrz","$viva","2023-12-14 21:02:39.070276","40000",821205
"stamp_13u79yguambkwpzdqkhcn5a9jnd86rglgn","13u79yguambkwpzdqkhcn5a9jnd86rglgn","stamp","2023-06-26 16:05:43.944896","100",789616
"pizza_bc1q0e0t4g9urgjpxdned7esr73nmadqp79dsdjckl","bc1q0e0t4g9urgjpxdned7esr73nmadqp79dsdjckl","pizza","2023-06-26 16:05:43.944896","22222",789654
"pizza_bc1qwhwcgeudglteaqg23yyhaxwgmu0h8nq9zxjr5u","bc1qwhwcgeudglteaqg23yyhaxwgmu0h8nq9zxjr5u","pizza","2023-06-26 16:05:43.944896","11111",789616
"punk_bc1q9c9urdvfzrxqydzemvfh46wfsn73flnenumam4","bc1q9c9urdvfzrxqydzemvfh46wfsn73flnenumam4","punk","2023-06-26 16:07:10.152687","3",789789
"pizza_13a2d891fhhur85ymld2pwsqxceextggzn","13a2d891fhhur85ymld2pwsqxceextggzn","pizza","2023-06-26 16:05:43.944896","11111",789616
"utxo_bc1qccka82jgu7mx4etp3adcjur9j7dux4lxs76922","bc1qccka82jgu7mx4etp3adcjur9j7dux4lxs76922","utxo","2023-12-14 21:02:39.070276","100000",821205
"pizza_bc1q7l3ywezyrl26n8tp3e6se532pw279l8m30cxf2","bc1q7l3ywezyrl26n8tp3e6se532pw279l8m30cxf2","pizza","2023-06-26 16:05:43.944896","11111",789616
"stamp_bc1q99xeja40590dgd3y0dqhpmqvlx3pkpuyteej2r","bc1q99xeja40590dgd3y0dqhpmqvlx3pkpuyteej2r","stamp","2023-06-26 16:05:43.944896","100000",789616
"pizza_bc1qkxjaytywa2esrv9wchvs3k2lp7amlnzdzy7cdl","bc1qkxjaytywa2esrv9wchvs3k2lp7amlnzdzy7cdl","pizza","2023-06-26 16:05:43.944896","22222",789718
"wagmi_bc1qzzg84zxh30zxnjevqaq8eu5a45xlsjw86eyucr","bc1qzzg84zxh30zxnjevqaq8eu5a45xlsjw86eyucr","wagmi","2023-06-26 16:05:43.944896","1000000",789616
"wagmi_bc1qgjh7mnscx8hhmkv23pqpm43m3t520xf9jseep2","bc1qgjh7mnscx8hhmkv23pqpm43m3t520xf9jseep2","wagmi","2023-06-26 16:05:43.944896","1000000",789616
